timestamp,price,market,volume,temperature,wind_speed,solar_irradiance,hour,day_of_week,month,is_weekend,price_lag_1,price_lag_3,price_lag_12,price_lag_24,price_rolling_mean_6,price_rolling_std_6,price_rolling_mean_12,price_rolling_std_12,price_rolling_mean_24,price_rolling_std_24,temp_squared,wind_solar_interaction
2025-03-16 11:00:00,36.95732203863747,DE,434.26075992056747,17.65295971532819,5.090430413984448,665.5733963013831,11,6,3,1,36.44782242404014,49.24848016404843,41.53057569656677,42.16280642631955,46.28467809544083,8.805434583823091,46.181988040498595,7.949614429779147,39.04491341261177,9.821363976343319,311.626986711,3388.055059271485
2025-03-16 12:00:00,36.36338047556545,DE,487.3533528954157,16.40768106775888,4.765246231855954,762.8574608431286,12,6,3,1,36.95732203863747,47.55813593202802,34.62483124969489,35.11744602116019,44.45506887585524,9.642715660521874,46.326867142654486,7.732724836573254,39.09682734821199,9.802977177776699,269.21199802129314,3635.2036407259197
2025-03-16 13:00:00,26.468957072352033,DE,169.5138909780751,14.48367370884289,6.800841611994717,661.3072848503626,13,6,3,1,36.36338047556545,36.44782242404014,39.15148587797129,35.46236764996701,38.84068301777859,8.399829616168097,45.269989742186205,9.473369302566642,38.72210190747803,10.114875112099766,209.77680410422676,4497.44610112559
2025-03-16 14:00:00,31.047499147080295,DE,77.69643940161049,18.887992105565523,2.427486368685783,671.0315722350347,14,6,3,1,26.468957072352033,36.95732203863747,48.019553298443206,36.784158337392064,35.80718618161723,7.070849213183349,43.8556518962393,10.259837433760737,38.483074441215045,10.229791849226716,356.7562457799055,1628.919994558336
2025-03-16 15:00:00,23.849013835465232,DE,-184.885609962918,21.30508755275592,6.5480804046171635,560.9395596295182,15,6,3,1,31.047499147080295,36.36338047556545,48.08363711326863,25.68144041144258,31.85566583219011,5.678213281831777,41.83609995642235,11.643779193149973,38.406723333882645,10.335781532865777,453.9067556305953,3673.0773385846287
2025-03-16 16:00:00,23.97293711156862,DE,-167.6593511144001,18.33276543738431,9.672354319026983,562.896092496181,16,6,3,1,23.849013835465232,26.468957072352033,56.13983080244136,24.260721075789103,29.776518280111517,5.938398993479764,39.15552548218295,11.753620909978173,38.39473233537346,10.35305897159902,336.09028858215277,5444.530451418849
2025-03-16 17:00:00,21.994896989728154,DE,-303.2998342678009,19.608622964616135,2.897387063267657,474.86205272539246,17,6,3,1,23.97293711156862,31.047499147080295,50.4564495715188,32.899494128412094,27.282780771959963,5.440592610367434,36.7837294337004,12.13145774230327,37.940374121261634,10.83287358947563,384.4980945684713,1375.8591684032763
2025-03-16 18:00:00,34.8588366227892,DE,-245.17465059546655,19.892076840274203,6.003147407674069,442.43044166482065,18,6,3,1,21.994896989728154,23.849013835465232,47.34103579307904,29.43461934600905,27.03202346316392,4.951005870935718,35.74354616950958,11.670318436789193,38.166383174460805,10.703511292164903,395.69472101937333,2655.9751589562616
2025-03-16 19:00:00,27.105485500106198,DE,177.7654461770337,17.941615214488344,4.29977071686006,250.63513693915715,19,6,3,1,34.8588366227892,23.97293711156862,60.1552722208119,24.825599694121106,27.138111534456282,4.943341390342898,32.98939727611744,8.97379693824528,38.26137841637685,10.589471631036453,321.90155650475964,1077.673622427199
2025-03-16 20:00:00,24.33408368873939,DE,-172.8924796586079,20.14329207341146,6.47550948483935,208.4327402378953,20,6,3,1,27.105485500106198,21.994896989728154,49.24848016404843,32.33543855144872,26.01920895806613,4.631430088179872,30.913197569841685,7.65535321121247,37.927988630430626,10.905391809493116,405.75221555476094,1349.7081863615474
2025-03-16 21:00:00,36.892229651927536,DE,622.9230223742043,17.67205913564673,5.662030627284782,107.41600356165566,21,6,3,1,24.33408368873939,34.8588366227892,47.55813593202802,30.46241662734928,28.193078260809845,6.203375032593104,30.024372046499977,5.983792370751768,38.19589750645472,10.79240785736772,312.30167409379504,608.1927020266255
2025-03-16 22:00:00,30.32421839503746,DE,298.6635801761776,17.615716537318203,4.340761254364659,0.0,22,6,3,1,36.892229651927536,27.105485500106198,36.44782242404014,34.09978787704129,29.25162514138799,5.872279743624335,29.514071710749757,5.637276892476519,38.03858211137123,10.881857282346033,310.31346912314604,0.0
2025-03-16 23:00:00,41.36508231376038,DE,357.55770218771397,13.737340873397589,6.599479642195426,0.0,23,6,3,1,30.32421839503746,24.33408368873939,36.95732203863747,41.53057569656677,32.479989362060024,6.386862686621943,29.881385067009997,6.273995725762668,38.0316865537543,10.879600486661268,188.71453427192003,0.0
2025-03-17 00:00:00,39.39288185358501,DE,278.3284439637573,13.332221326867426,9.232431292026764,0.0,0,0,3,0,41.36508231376038,36.892229651927536,36.36338047556545,34.62483124969489,33.23566356719267,6.966534033111515,30.133843515178295,6.61046504665584,38.23035532891639,10.858197027938767,177.74812550857862,0.0
